"ano","codprov","codmun","ec","es","nuc","nome","pobtotal","pobhomes","pobmulleres"
"2025","32","023","04","01","00","CASTRO DE CALDELAS, O",665,334,331
"2025","32","023","04","04","00","REAL DA POUSA, O",9,6,3
"2025","32","023","04","05","00","VILANOVA",7,5,2
"2025","32","023","04","06","00","BARREAL, O",7,3,4
"2025","32","023","05","01","00","CASIXORDO",0,0,0
"2025","32","023","05","02","00","FOLGOSO",8,5,3
"2025","32","023","06","01","00","ALENDE",1,1,0
"2025","32","023","06","02","00","ESPIÑEIROS, OS",9,5,4
"2025","32","023","06","03","00","EIREXA, A",23,11,12
"2025","32","023","06","04","00","MAZAIRA",11,6,5
"2025","32","023","06","05","00","QUINTELA",13,8,5
"2025","32","023","06","06","00","RUÍDOS, OS",7,4,3
"2025","32","023","07","01","00","LUGAR DE ARRIBA, O",9,5,4
"2025","32","023","07","02","00","CASA DA DONA",1,1,0
"2025","32","023","07","03","00","CERDEIROS, OS",2,0,2
"2025","32","023","07","04","00","SANTO, O",7,4,3
"2025","32","023","07","05","00","SEQUEIROS",1,1,0
"2025","32","023","07","06","00","VAL, O",7,5,2
"2025","32","023","07","07","00","CASTRO, O",0,0,0
"2025","32","023","08","01","00","CASMARTIÑO",2,1,1
"2025","32","023","08","02","00","FILGUEIRAS",1,1,0
"2025","32","023","08","03","00","PENEDO, O",2,0,2
"2025","32","023","08","04","00","PEREIRO, O",4,1,3
"2025","32","023","08","05","00","PESQUEIRAS",14,5,9
"2025","32","023","08","06","00","PORTELA, A",3,1,2
"2025","32","023","08","07","00","POUSA, A",3,1,2
"2025","32","023","09","01","00","AGUIL",14,8,6
"2025","32","023","09","02","00","AIRAVEDRA",0,0,0
"2025","32","023","09","03","00","ALENZA",10,6,4
"2025","32","023","09","04","00","BARREIRAS, AS",1,1,0
"2025","32","023","09","05","00","CASGUIL",2,1,1
"2025","32","023","09","06","00","CASTOMÁS",3,1,2
"2025","32","023","09","07","00","OUTEIRIÑO, O",9,5,4
"2025","32","023","09","08","00","PACIO, O",0,0,0
"2025","32","023","09","09","00","PELOSOS, OS",5,2,3
"2025","32","023","10","01","00","COUTO, O",16,10,6
"2025","32","023","10","02","00","IVEDO, O",0,0,0
"2025","32","023","10","03","00","POUSADA DE ABAIXO",3,2,1
"2025","32","023","10","04","00","SAN MIGUEL",1,0,1
"2025","32","023","10","05","00","SANTIURXO",1,1,0
"2025","32","023","10","06","00","SOUTELO",2,2,0
"2025","32","023","10","08","00","VALVERDE",0,0,0
"2025","32","023","10","09","00","TAPADA, A",0,0,0
"2025","32","023","11","01","00","CAMBICIA",2,2,0
"2025","32","023","11","02","00","CONDELLE",3,1,2
"2025","32","023","11","03","00","POLA, A",13,7,6
"2025","32","023","11","04","00","TRABAZOS",0,0,0
"2025","32","023","11","06","00","VEIGA",0,0,0
"2025","32","023","11","07","00","VENTOSA, A",14,6,8
"2025","32","023","12","01","00","CAMPO, O",3,2,1
"2025","32","023","12","03","00","PACIO, O",4,1,3
"2025","32","023","12","04","00","PARADELLA",0,0,0
"2025","32","023","12","05","00","REGATO, O",4,3,1
"2025","32","023","12","06","00","RÍO, O",2,1,1
"2025","32","023","12","07","00","RUXIL, O",9,5,4
"2025","32","023","12","08","00","SABUGUEIRO, O",4,2,2
"2025","32","023","12","09","00","SOUTO, O",2,1,1
"2025","32","023","12","10","00","TOUZA, A",3,1,2
"2025","32","023","12","11","00","CHAGUACEDO, O",0,0,0
"2025","32","023","13","01","00","ESTRADA, A",27,14,13
"2025","32","023","13","02","00","PENELAS",24,12,12
"2025","32","023","13","03","00","SAS DE PENELAS",17,9,8
"2025","32","023","14","01","00","CARBALLEIRAS, AS",7,4,3
"2025","32","023","14","02","00","TRONCEDA",20,13,7
"2025","32","023","14","03","00","SUSAUS",6,2,4
"2025","32","023","14","04","00","VILARELLOS",11,6,5
"2025","32","023","15","01","00","CASARES, OS",5,2,3
"2025","32","023","15","02","00","CASFIEL",7,3,4
"2025","32","023","15","03","00","VILAR DE OLEIROS",1,0,1
"2025","32","023","15","04","00","VILAMAIOR",22,10,12
"2025","32","023","16","01","00","VIMIEIRO",4,3,1
"2025","32","024","01","01","00","CASAL, O",9,2,7
"2025","32","024","01","02","00","CAVADOIRO, O",4,1,3
"2025","32","024","01","03","00","CERDEDO, O",16,9,7
"2025","32","024","01","04","00","CHOUSAS",7,4,3
"2025","32","024","01","05","00","ERMIDE",25,13,12
"2025","32","024","01","06","00","LAMAS, AS",23,11,12
"2025","32","024","01","07","00","OUTEIRO, O",11,5,6
"2025","32","024","01","08","00","PAZO, O",6,4,2
"2025","32","024","01","09","00","PRADOS",12,5,7
"2025","32","024","01","10","00","SAN CIBRAO, O",8,3,5
"2025","32","024","01","11","00","TELLADO, O",5,3,2
"2025","32","024","01","12","00","TERRADO, O",4,3,1
"2025","32","024","01","13","00","TRASMIRAS",24,14,10
"2025","32","024","01","14","00","VILAVERDE",15,8,7
"2025","32","024","01","15","00","XAMIRÁS, A",11,6,5
"2025","32","024","02","01","00","AMOROCIÑA",10,5,5
"2025","32","024","02","02","00","BARREIROS, OS",2,1,1
"2025","32","024","02","03","00","CARBALLEIRA",7,3,4
"2025","32","024","02","04","00","CASAL, O",22,10,12
"2025","32","024","02","05","00","CASVASCO",1,1,0
"2025","32","024","02","07","00","GOTERRE",2,2,0
"2025","32","024","02","08","00","GRANXA, A",17,8,9
"2025","32","024","02","09","00","MOCIÑOS, OS",11,6,5
"2025","32","024","02","10","00","OUTEIRO",4,2,2
"2025","32","024","02","11","00","QUINTAIROS, OS",12,5,7
"2025","32","024","02","12","00","RIAL, O",15,9,6
"2025","32","024","02","13","00","SAMPIL",30,14,16
"2025","32","024","03","01","00","BARRIO, O",10,5,5
"2025","32","024","03","02","00","CASETA DE ANSEMIL, A",31,13,18
"2025","32","024","03","03","00","FEAL DE ANSEMIL, O",12,8,4
"2025","32","024","03","05","00","SAMBADES",3,1,2
"2025","32","024","03","06","00","LAMA DE ARRIBA, A",5,3,2
"2025","32","024","03","07","00","LAMA DE ABAIXO, A",23,9,14
"2025","32","024","04","01","00","AMEDO",21,11,10
"2025","32","024","04","02","00","BARXA",18,8,10
"2025","32","024","04","03","00","BARXIÑA, A",32,19,13
"2025","32","024","04","04","00","FONTE CUBERTA",23,11,12
"2025","32","024","04","05","00","LAMPAZA, A",33,16,17
"2025","32","024","04","06","00","LEBORÍN",21,12,9
"2025","32","024","04","07","00","SAN PEDRO",25,11,14
"2025","32","024","05","01","00","BARRIO",18,7,11
"2025","32","024","05","02","00","CAMPO, O",3,3,0
"2025","32","024","05","03","00","PEREIRAS, AS",4,2,2
"2025","32","024","05","04","00","POUSA, A",5,2,3
"2025","32","024","05","05","00","QUINTAIROS, OS",8,2,6
"2025","32","024","05","06","00","SOUTO, O",10,6,4
"2025","32","024","06","02","00","CAÑÓN",9,2,7
"2025","32","024","06","03","00","CASASOÁ",16,9,7
"2025","32","024","06","04","00","MOREIRA",66,38,28
"2025","32","024","06","05","00","OUTEIRO, O",16,7,9
"2025","32","024","08","01","00","ARRABALDE",21,8,13
"2025","32","024","08","02","00","BURATIÑA, A",1,0,1
"2025","32","024","08","03","00","CANAVELAS, AS",1,1,0
"2025","32","024","08","04","00","CASTROMAO",23,13,10
"2025","32","024","08","05","00","GANDARELA, A",52,24,28
"2025","32","024","08","06","00","PIÑEIRO, O",25,13,12
"2025","32","024","08","07","00","RODA DE ARRIBA, A",4,2,2
"2025","32","024","08","08","00","FERRERÍA, A",5,2,3
"2025","32","024","08","09","00","SAN XIAO",14,5,9
"2025","32","024","08","10","00","PAZO, O",5,4,1
"2025","32","024","09","01","00","BARRACA, A",1,0,1
"2025","32","024","09","02","00","BURGO, O",31,14,17
"2025","32","024","09","03","00","CARREIRA, A",2,0,2
"2025","32","024","09","04","00","CELANOVA",3706,1679,2027
"2025","32","024","09","05","00","EILABAI",0,0,0
"2025","32","024","09","07","00","OBRA, A",8,5,3
"2025","32","024","09","09","00","REDONDO, O",7,4,3
"2025","32","024","10","01","00","FECHAS",13,7,6
"2025","32","024","10","02","00","FECHIÑAS",11,4,7
"2025","32","024","10","03","00","RAMALLOSA, A",61,31,30
"2025","32","024","10","04","00","PONTE FECHAS",1,0,1
"2025","32","024","11","01","00","BUZACOS, OS",3,1,2
"2025","32","024","11","02","00","CASANOVA, A",9,5,4
"2025","32","024","11","03","00","CORREXÁS",9,6,3
"2025","32","024","11","04","00","FREIXO",38,18,20
"2025","32","024","11","05","00","VILARES, OS",29,17,12
"2025","32","024","12","01","00","ADEMOURÁN",0,0,0
"2025","32","024","12","02","00","CARBALLO, O",27,9,18
"2025","32","024","12","03","00","CARRACEDO",28,16,12
"2025","32","024","12","04","00","MADALENA, A",3,2,1
"2025","32","024","12","05","00","MOIMENTA",9,2,7
"2025","32","024","12","06","00","ORBÁN",0,0,0
"2025","32","024","12","07","00","PEREIRO, O",7,3,4
"2025","32","024","12","09","00","SANTA EUFEMIA",8,3,5
"2025","32","024","12","10","00","SAN MARTIÑO DE ABAIXO",4,2,2
"2025","32","024","12","11","00","SAN MARTIÑO DE ARRIBA",3,2,1
"2025","32","024","13","01","00","ARROTEA, A",7,3,4
"2025","32","024","13","02","00","BARREIRA, A",4,2,2
"2025","32","024","13","03","00","CANTO",0,0,0
"2025","32","024","13","04","00","EIRAS-LAVANDEIRA",8,4,4
"2025","32","024","13","05","00","MIRANZO",5,2,3
"2025","32","024","13","06","00","SEOANE",8,5,3
"2025","32","024","13","07","00","VILA",1,0,1
"2025","32","024","14","03","00","DEVESA, A",13,7,6
"2025","32","024","14","04","00","MANDRÁS",32,13,19
"2025","32","024","14","05","00","MATO, O",14,9,5
"2025","32","024","14","06","00","MOURILLÓS",68,37,31
"2025","32","024","14","07","00","PENALTA",5,2,3
"2025","32","024","14","08","00","SIXÍN",6,5,1
"2025","32","024","14","09","00","VAL, O",30,14,16
"2025","32","024","15","01","00","ABELLAL, O",4,3,1
"2025","32","024","15","02","00","FEDEPEDRO",11,7,4
"2025","32","024","15","03","00","ORGA",8,3,5
"2025","32","024","15","04","00","OUTEIRO, O",4,2,2
"2025","32","024","15","05","00","QUINTAS, AS",6,2,4
"2025","32","024","15","06","00","RAIROS",1,1,0
"2025","32","024","15","07","00","RIBEIRO, O",11,8,3
"2025","32","024","16","01","00","ABELLEIRA, A",14,5,9
"2025","32","024","16","02","00","ARMADA, A",3,1,2
"2025","32","024","16","03","00","PONTE FECHAS",14,4,10
"2025","32","024","16","04","00","RABAL DE ARRIBA",21,9,12
"2025","32","024","16","05","00","RABAL DA EIREXA",10,5,5
"2025","32","024","16","06","00","SAN PAIO",14,8,6
"2025","32","024","16","07","00","CASTRO DE RABAL, O",3,1,2
"2025","32","024","17","01","00","CAMPO, O",9,4,5
"2025","32","024","17","02","00","EINIBÓ",11,5,6
"2025","32","024","17","04","00","OUTEIRO, O",0,0,0
"2025","32","024","17","05","00","PAZOS",6,4,2
"2025","32","024","17","06","00","REGADA, A",13,6,7
"2025","32","024","17","07","00","SAN PAIO DE VEIGA",26,12,14
"2025","32","024","17","08","00","SANDÍN",5,2,3
"2025","32","024","17","09","00","SAMANCES",2,1,1
"2025","32","024","17","10","00","FIGUEIREDO",15,7,8
"2025","32","024","18","01","00","CARFAXIÑO",30,16,14
"2025","32","024","18","02","00","CRISTAL, O",9,3,6
"2025","32","024","18","03","00","RODA DE ABAIXO, A",30,13,17
"2025","32","024","18","04","00","SANTA MARÍA",52,20,32
"2025","32","024","18","05","00","VILANOVA DOS INFANTES",131,73,58
"2025","32","024","19","01","00","FONTELO",35,11,24
"2025","32","024","19","02","00","GUERAL",52,22,30
"2025","32","024","19","03","00","OUTEIRO, O",14,7,7
"2025","32","024","19","04","00","VIVEIRO",24,15,9
"2025","32","024","19","05","00","CASARIÑO, O",12,4,8
"2025","32","025","01","01","00","CENLLE",188,85,103
"2025","32","025","01","02","00","NÁZARA",11,8,3
"2025","32","025","01","03","00","PENA, A",14,7,7
"2025","32","025","01","04","00","PEREIRO, O",2,1,1
"2025","32","025","01","05","00","QUINTÁ, A",7,3,4
"2025","32","025","01","06","00","TORRE, A",10,3,7
"2025","32","025","02","03","00","ESPOSENDE",57,28,29
"2025","32","025","03","09","00","LAIAS",181,87,94
"2025","32","025","04","06","00","OSMO",14,8,6
"2025","32","025","04","07","00","PIÑEIRO",8,4,4
"2025","32","025","04","10","00","RIOBÓ",24,14,10
"2025","32","025","05","02","00","COEDO, O",8,2,6
"2025","32","025","05","03","00","CUÑAS",27,13,14
"2025","32","025","05","04","00","LENTILLE",15,7,8
"2025","32","025","05","05","00","PAZOS ERMOS",23,12,11
"2025","32","025","05","06","00","ROUCOS",29,16,13
"2025","32","025","05","07","00","SAN LOURENZO",0,0,0
"2025","32","025","06","04","00","XUBÍN",43,21,22
"2025","32","025","06","07","00","RAZAMONDE",80,46,34
"2025","32","025","07","03","00","SAA",22,13,9
"2025","32","025","07","04","00","SADURNÍN",18,10,8
"2025","32","025","07","05","00","CHABOLAS, AS",26,15,11
"2025","32","025","08","04","00","TRASARIZ",75,40,35
"2025","32","025","09","03","00","CIMA DE VILA",38,18,20
"2025","32","025","09","04","00","LAMA, A",19,11,8
"2025","32","025","09","05","00","VILAR DE REI",12,8,4
"2025","32","025","10","01","00","BARCA DE BARBANTES, A",116,51,65
"2025","32","026","01","01","00","BERGAZA, A",22,14,8
"2025","32","026","01","02","00","CABO DE VILA",15,6,9
"2025","32","026","01","03","00","CHABOLA, A",20,10,10
"2025","32","026","01","04","00","TELLEIRA, A",25,11,14
"2025","32","026","01","05","00","ALBÁN",11,6,5
"2025","32","026","01","06","00","CABANELAS",8,4,4
"2025","32","026","01","07","00","TAÍN",14,8,6
"2025","32","026","01","09","00","TRAS DO RÍO",13,8,5
"2025","32","026","02","01","00","PENAS ALBAS",47,25,22
"2025","32","026","02","02","00","SANTA MARIÑA",37,20,17
"2025","32","026","02","03","00","VILABOA",7,3,4
"2025","32","026","02","04","00","PEREIRO, O",2,0,2
"2025","32","026","02","05","00","RÍO, O",12,8,4
"2025","32","026","02","06","00","SAS",40,17,23
"2025","32","026","03","02","00","BARRA, A",164,82,82
"2025","32","026","04","01","00","CAMBEO",330,164,166
"2025","32","026","05","01","00","LAVANDEIRA, A",41,18,23
"2025","32","026","05","02","00","MADANELA, A",47,21,26
"2025","32","026","05","03","00","MERIZ",75,43,32
"2025","32","026","05","04","00","PARADELA",39,17,22
"2025","32","026","05","05","00","POL",34,19,15
"2025","32","026","05","06","00","SEOANE",0,0,0
"2025","32","026","05","07","00","SOUTULLO DE ABAIXO",7,4,3
"2025","32","026","06","01","00","MOURE",3,3,0
"2025","32","026","07","01","00","GUSTEI",309,166,143
"2025","32","026","07","02","00","POBADURA, A",40,19,21
"2025","32","026","07","03","00","SEARA VELLA",52,26,26
"2025","32","026","07","04","00","SEQUEIROS",37,20,17
"2025","32","026","07","05","00","SOBRAL",235,115,120
"2025","32","026","07","06","00","VILARNAZ",129,72,57
"2025","32","026","07","07","00","BONCOMEZO",26,13,13
"2025","32","026","07","08","00","SOUTULLO DE ARRIBA",58,30,28
"2025","32","026","08","02","00","CASANOVA",39,17,22
"2025","32","026","08","03","00","LEVICES",42,18,24
"2025","32","026","08","04","00","OUTEIRO",48,25,23
"2025","32","026","08","05","00","SAN LOURENZO",31,16,15
"2025","32","026","08","06","00","BELESAR",73,38,35
"2025","32","026","08","07","00","CERDEDO",8,4,4
"2025","32","026","08","08","00","CRUCEIROS, OS",47,21,26
"2025","32","026","08","09","00","ESTACIÓN, A",38,18,20
"2025","32","026","08","10","00","FIGUEIREDO",5,2,3
"2025","32","026","08","11","00","FONTAO",2,2,0
"2025","32","026","08","12","00","MIEGODEVILA",63,32,31
"2025","32","026","08","13","00","NEBOADE",12,7,5
"2025","32","026","08","14","00","OUTEIRIÑOS",0,0,0
"2025","32","026","08","15","00","PACIOS",7,4,3
"2025","32","026","08","16","00","SOBRADO",24,12,12
"2025","32","026","08","17","00","SOUTO, O",6,3,3
"2025","32","026","09","01","00","BAMIO DE CIMA",20,11,9
"2025","32","026","09","02","00","CIMA DE VILA",7,5,2
"2025","32","026","09","03","00","FERREIROS",94,47,47
"2025","32","026","09","04","00","IZÁS",12,8,4
"2025","32","026","09","05","00","MIRA DE CIMA",65,33,32
"2025","32","026","09","06","00","POUSADA",1,0,1
"2025","32","026","09","07","00","SILVA, A",11,6,5
"2025","32","026","09","08","00","TRAS DO RÍO",40,22,18
"2025","32","026","09","09","00","VILARCHAO",163,80,83
"2025","32","026","09","10","00","BAMIO",12,6,6
"2025","32","026","09","11","00","BAMIO DE FONDO",10,4,6
"2025","32","026","09","12","00","BARRA DE MIÑO",53,15,38
"2025","32","026","09","13","00","BOCO, O",0,0,0
"2025","32","026","09","14","00","COSTELA",14,8,6
"2025","32","026","09","16","00","LAGARIÑOS",5,2,3
"2025","32","026","09","17","00","MIRA DE ABAIXO",0,0,0
"2025","32","026","09","18","00","MIRA DO RÍO",20,11,9
"2025","32","026","09","19","00","PEREIRA, A",18,10,8
"2025","32","026","10","01","00","CARBALLEDA",12,7,5
"2025","32","026","10","02","00","RIBELA",61,28,33
"2025","32","026","10","03","00","VILANOVA",7,4,3
"2025","32","026","10","04","00","COVAS",0,0,0
"2025","32","026","10","05","00","EIREXA, A",12,5,7
"2025","32","026","10","06","00","MALVEDO, O",3,1,2
"2025","32","026","10","07","00","OUTEIRO, O",12,6,6
"2025","32","026","10","08","00","PRADOS",47,21,26
"2025","32","026","10","09","00","REGUENGA, A",61,37,24
"2025","32","026","10","10","00","SÉ, A",23,16,7
"2025","32","026","11","01","00","CALES",20,10,10
"2025","32","026","11","02","00","VILAR DA BARRA",71,27,44
"2025","32","026","11","03","00","FONTEFIZ",3,2,1
"2025","32","026","11","04","00","UCELLE",6,2,4
"2025","32","027","01","01","00","ABELENDA",29,14,15
"2025","32","027","01","02","00","DECOLADA, A",33,14,19
"2025","32","027","01","03","00","CASAL, O",75,36,39
"2025","32","027","01","04","00","CASALDÁLVARO",9,4,5
"2025","32","027","01","05","00","LEIRADO",17,9,8
"2025","32","027","01","06","00","OUTEIRAL",3,1,2
"2025","32","027","01","07","00","PAZO",19,9,10
"2025","32","027","01","08","00","PERALBA",2,2,0
"2025","32","027","01","09","00","PEREIRO, O",5,3,2
"2025","32","027","01","10","00","PONTE TRADO, A",16,7,9
"2025","32","027","01","11","00","SA",13,10,3
"2025","32","027","01","12","00","VILANOVA DA BARCA",15,9,6
"2025","32","027","02","01","00","CORTEGADA",467,234,233
"2025","32","027","03","01","00","LOUREDO",70,35,35
"2025","32","027","04","01","00","MERÉNS",38,17,21
"2025","32","027","05","01","00","ANTÓNS, OS",18,6,12
"2025","32","027","05","02","00","EIREXA, A",9,6,3
"2025","32","027","05","03","00","MUÍÑOS, OS",28,15,13
"2025","32","027","05","04","00","RABIÑO",22,9,13
"2025","32","027","05","05","00","SEIXOMIL",5,3,2
"2025","32","027","05","06","00","SOUTELO",30,18,12
"2025","32","027","05","07","00","VAO, O",0,0,0
"2025","32","027","06","01","00","CASARES DE REFOXOS",20,13,7
"2025","32","027","06","02","00","CASARES DA VIRXE",7,3,4
"2025","32","027","06","03","00","ENCOUTADA, A",7,5,2
"2025","32","027","06","04","00","MURADELLE",0,0,0
"2025","32","027","06","05","00","OUTEIRO E A CANLE, O",0,0,0
"2025","32","027","06","06","00","PEREIRA, A",2,1,1
"2025","32","027","06","07","00","POUSA, A",9,5,4
"2025","32","027","06","08","00","POUSADOIRO, O",3,3,0
"2025","32","027","06","09","00","REFOXOS",10,3,7
"2025","32","027","06","10","00","REGUEIRO, O",1,1,0
"2025","32","027","06","11","00","ALDEA DE SOUTO",8,3,5
"2025","32","027","06","12","00","VILAVERDE",10,6,4
"2025","32","027","06","13","00","VILELA",5,3,2
"2025","32","027","07","01","00","CERDEIRAL",4,3,1
"2025","32","027","07","02","00","FONDEVILA",2,1,1
"2025","32","027","07","03","00","PIÑÓN",6,2,4
"2025","32","027","07","04","00","RAÍÑA, A",0,0,0
"2025","32","027","07","05","00","TORRE, A",4,2,2
"2025","32","027","07","06","00","ZAPARÍN",2,2,0
"2025","32","028","01","01","00","ATÁS",48,25,23
"2025","32","028","01","02","00","CORVACEIRAS, AS",6,3,3
"2025","32","028","01","03","00","ESTIVADAS, AS",39,19,20
"2025","32","028","02","01","00","BALDRIZ",42,25,17
"2025","32","028","02","02","00","SANTA MARÍA DAS MERCEDES",17,9,8
"2025","32","028","03","01","00","CARZOÁ",56,30,26
"2025","32","028","04","01","00","CUALEDRO",262,129,133
"2025","32","028","05","01","00","XIRONDA, A",299,152,147
"2025","32","028","05","02","00","PEDROSA, A",72,41,31
"2025","32","028","06","01","00","LUCENZA",79,44,35
"2025","32","028","06","02","00","SACEDA, A",66,35,31
"2025","32","028","07","01","00","LAMAS",31,16,15
"2025","32","028","07","02","00","SANTA BAIA DE MONTES",184,101,83
"2025","32","028","07","03","00","SAN MARTIÑO",55,33,22
"2025","32","028","08","01","00","PENAVERDE",79,45,34
"2025","32","028","08","02","00","REBORDONDO",70,34,36
"2025","32","028","09","01","00","SAN MILLAO",75,40,35
"2025","32","028","10","01","00","LAMALONGA, A",5,4,1
"2025","32","028","10","02","00","MOIMENTA, A",6,5,1
"2025","32","028","10","03","00","VILELA",39,20,19
"2025","32","029","01","01","00","CADELIÑA",1,0,1
"2025","32","029","01","02","00","SAN FIZ",6,3,3
"2025","32","029","02","01","00","CANDEDO, O",9,6,3
"2025","32","029","03","01","00","CASTELIGO",11,4,7
"2025","32","029","03","02","00","CHAO, O",24,12,12
"2025","32","029","03","03","00","BOZQUEIMADO",16,7,9
"2025","32","029","04","01","00","CASTELOAIS",14,8,6
"2025","32","029","05","01","00","CELEIROS",118,46,72
"2025","32","029","05","02","00","VENTOSA, A",3,2,1
"2025","32","029","06","01","00","BRETELO",16,7,9
"2025","32","029","06","02","00","CASTELO, O",5,4,1
"2025","32","029","06","03","00","CHANDREXA",0,0,0
"2025","32","029","06","04","00","ESPASA, A",16,10,6
"2025","32","029","07","01","00","CHAVEÁN",8,6,2
"2025","32","029","07","02","00","CHAVEANCIÑOS",5,3,2
"2025","32","029","07","03","00","PEDRAZÁS",10,5,5
"2025","32","029","08","01","00","DRADOS",17,9,8
"2025","32","029","09","01","00","FITOIRO",15,8,7
"2025","32","029","10","01","00","FONTEITA",11,9,2
"2025","32","029","11","01","00","FORCADAS",18,9,9
"2025","32","029","12","01","00","PARADA SECA",15,10,5
"2025","32","029","13","01","00","PARAFITA",21,9,12
"2025","32","029","14","01","00","CASTELARIÑA",1,0,1
"2025","32","029","14","02","00","QUINTÁ, A",6,4,2
"2025","32","029","14","03","00","SANTA CRUZ",1,0,1
"2025","32","029","14","04","00","SENRA, A",3,2,1
"2025","32","029","14","05","00","TABOAZAS, AS",10,6,4
"2025","32","029","15","01","00","ACEVEDO",16,11,5
"2025","32","029","15","02","00","GARDUÑEIRA",9,5,4
"2025","32","029","15","03","00","OUTEIRO, O",5,2,3
"2025","32","029","15","04","00","RABAL",18,8,10
"2025","32","029","16","01","00","REQUEIXO",15,10,5
"2025","32","029","16","02","00","ZAMORELA, A",14,9,5
"2025","32","029","17","01","00","SAN CRISTOVO",10,6,4
"2025","32","029","18","01","00","VILAR",4,3,1
"2025","32","030","01","01","00","CASAL, O",57,25,32
"2025","32","030","01","02","00","FERREIROS",67,33,34
"2025","32","030","01","03","00","TERRACHÁN, A",395,188,207
"2025","32","030","02","01","00","ASPERELO E OLÍN",24,13,11
"2025","32","030","02","02","00","FEIRA VELLA, A",46,24,22
"2025","32","030","02","03","00","GALEZ",108,56,52
"2025","32","030","02","04","00","QUINTÁNS, AS",31,13,18
"2025","32","030","03","01","00","ILLA, A",114,62,52
"2025","32","030","03","02","00","LANTEMIL",34,18,16
"2025","32","030","03","03","00","OLELAS",52,25,27
"2025","32","030","04","01","00","BOUZADRAGO",32,19,13
"2025","32","030","04","02","00","GUXINDE",21,10,11
"2025","32","030","04","03","00","PEREIRA, A",33,15,18
"2025","32","030","05","01","00","QUEGUAS",27,12,15
"2025","32","030","05","02","00","VENCEÁNS",35,15,20
"2025","32","030","05","03","00","VILAR",16,7,9
"2025","32","031","01","01","00","ALTO DO COUSO",5,2,3
"2025","32","031","01","02","00","FEIROBAL",5,2,3
"2025","32","031","01","03","00","GUIMARÁS",6,5,1
"2025","32","031","01","04","00","LAMA, A",23,11,12
"2025","32","031","01","05","00","QUINTA, A",3,1,2
"2025","32","031","01","06","00","REGUEIRO, O",8,6,2
"2025","32","031","01","07","00","SOUTELO",13,7,6
"2025","32","031","01","08","00","PARROCHA, A",7,4,3
"2025","32","031","02","01","00","CACHAMUÍÑA",14,6,8
"2025","32","031","02","02","00","CALSOMIRO",10,4,6
"2025","32","031","02","03","00","ESGOS",273,133,140
"2025","32","031","02","04","00","LAMPAZAS",13,5,8
"2025","32","031","02","05","00","MEIROÁ, A",4,1,3
"2025","32","031","02","06","00","MEIROÁS, AS",32,16,16
"2025","32","031","02","07","00","REBOLAR",0,0,0
"2025","32","031","02","08","00","TARREIRIGO",28,18,10
"2025","32","031","02","09","00","TOUZA, A",8,5,3
"2025","32","031","03","01","00","GOMARIZ",55,25,30
"2025","32","031","04","01","00","CASANOVA, A",7,5,2
"2025","32","031","04","02","00","FONDODEVILA",12,6,6
"2025","32","031","04","03","00","PARDECONDE",23,10,13
"2025","32","031","04","04","00","PENSOS, OS",4,3,1
"2025","32","031","04","05","00","XARAVEDRA",7,4,3
"2025","32","031","05","01","00","ARCOS",1,1,0
"2025","32","031","05","02","00","CERNADA, A",8,4,4
"2025","32","031","05","03","00","MELÓN DE ARRIBA",21,12,9
"2025","32","031","05","04","00","MELÓN DE ABAIXO",16,9,7
"2025","32","031","05","06","00","QUINTA DO MONTE",13,8,5
"2025","32","031","05","07","00","SAN PEDRO DE ROCAS",0,0,0
"2025","32","031","05","08","00","CASA COUTADA, A",0,0,0
"2025","32","031","06","01","00","LOBACES",42,21,21
"2025","32","031","07","01","00","CABALGADA, A",21,10,11
"2025","32","031","07","02","00","CAMPINAS, AS",10,6,4
"2025","32","031","07","03","00","FOLGOSO",112,51,61
"2025","32","031","07","04","00","GRANXA, A",17,12,5
"2025","32","031","07","05","00","LAIOSO",22,12,10
"2025","32","031","07","07","00","REBORDIÑOS",23,10,13
"2025","32","031","07","10","00","PINTO, O",239,122,117
"2025","32","032","01","01","00","BOADO",60,30,30
"2025","32","032","01","02","00","PORTO ALTO",43,20,23
"2025","32","032","02","01","00","CIMA DE RIBEIRA",26,12,14
"2025","32","032","02","02","00","SOUTELO DE RIBEIRA",9,5,4
"2025","32","032","03","01","00","DAMIL",57,29,28
"2025","32","032","04","01","00","FARAMONTAOS",59,29,30
"2025","32","032","05","01","00","GANADE",185,88,97
"2025","32","032","05","02","00","GORGOLOZA, A",18,10,8
"2025","32","032","05","03","00","SAN VITOIRO",69,37,32
"2025","32","032","06","01","00","GUDÍN",50,25,25
"2025","32","032","07","01","00","GUDES",26,14,12
"2025","32","032","07","02","00","GUNTIMIL",47,26,21
"2025","32","032","08","01","00","LAMAS",208,104,104
"2025","32","032","09","01","00","PAREDES",65,31,34
"2025","32","032","09","02","00","REBORDECHÁ",151,78,73
"2025","32","032","09","03","00","SAN PEDRO",75,38,37
"2025","32","032","10","01","00","FIESTRAS, AS",49,25,24
"2025","32","032","10","02","00","LAROÁ",91,45,46
"2025","32","032","11","01","00","MOREIRAS",53,27,26
"2025","32","032","12","01","00","MORGADE",280,139,141
"2025","32","032","13","01","00","MOSTEIRO DE RIBEIRA",73,30,43
"2025","32","032","14","01","00","MOSTEIRO, O",11,6,5
"2025","32","032","14","02","00","NOVÁS",17,10,7
